temperature,precipitation,wind_speed,delay_hours,risk_score,risk_level
32.5,3.1,5.3,0.31,0.267,low
19.3,10.7,11.1,0.87,0.403,medium
33.0,4.6,25.2,0.99,0.466,medium
14.4,14.9,41.5,1.99,0.716,high
12.1,10.6,7.4,0.75,0.337,medium
36.2,8.2,27.4,1.26,0.569,medium
6.3,5.4,35.6,1.34,0.45,medium
33.0,20.0,43.0,2.29,0.908,high
16.8,1.4,46.8,1.47,0.514,medium
18.1,0.9,39.2,1.22,0.447,medium
8.9,4.3,32.6,1.19,0.415,medium
20.8,19.4,21.7,1.62,0.664,medium
9.6,19.6,5.6,1.15,0.482,medium
-3.2,13.1,35.5,1.72,0.553,medium
7.2,17.6,49.6,2.37,0.804,high
-4.7,4.3,36.8,1.32,0.39,medium
39.0,19.4,0.8,1.07,0.575,medium
38.5,2.9,24.8,0.96,0.46,medium
12.8,2.0,30.7,1.02,0.373,medium
27.8,2.2,34.5,1.14,0.475,medium
10.6,11.5,36.0,1.66,0.589,medium
25.2,15.6,27.9,1.62,0.663,medium
31.2,7.3,11.2,0.7,0.391,medium
37.6,19.6,47.1,2.45,0.96,high
13.0,8.7,34.8,1.48,0.536,medium
30.2,3.0,11.8,0.5,0.31,medium
7.0,9.3,16.1,0.95,0.363,medium
39.6,13.6,46.1,2.16,0.85,high
-3.8,16.6,44.4,2.16,0.692,medium
22.2,9.2,20.3,1.07,0.464,medium
24.7,11.9,1.9,0.65,0.372,medium
26.0,5.3,2.4,0.34,0.257,low
0.4,12.9,14.2,1.07,0.386,medium
37.2,19.7,31.5,1.97,0.828,high
3.2,1.0,29.2,0.93,0.299,low
23.0,17.7,31.7,1.84,0.726,high
5.0,11.2,35.9,1.64,0.557,medium
8.8,5.0,1.0,0.28,0.162,low
19.6,19.1,5.3,1.11,0.514,medium
13.8,9.7,18.0,1.02,0.417,medium
2.2,6.6,7.7,0.56,0.22,low
2.7,3.6,3.8,0.29,0.132,low
13.8,4.9,32.0,1.2,0.443,medium
29.1,16.7,40.8,2.06,0.81,high
35.4,12.3,37.6,1.75,0.728,high
-1.2,18.3,40.9,2.14,0.706,high
12.7,4.6,33.3,1.23,0.444,medium
-0.5,2.4,36.8,1.22,0.372,medium
-4.3,0.1,13.6,0.41,0.117,low
24.8,10.2,49.7,2.0,0.742,high
22.1,20.0,9.2,1.28,0.576,medium
2.3,13.9,10.7,1.02,0.385,medium
5.5,6.2,14.4,0.74,0.283,low
-3.9,17.5,48.8,2.34,0.746,high
32.6,15.6,49.4,2.26,0.877,high
38.9,0.3,39.7,1.28,0.538,medium
1.1,16.3,31.5,1.76,0.6,medium
5.4,6.0,26.0,1.08,0.377,medium
34.1,3.0,48.5,1.6,0.636,medium
36.7,4.5,34.8,1.3,0.564,medium
13.9,9.4,47.2,1.89,0.658,medium
-2.7,8.5,15.8,0.9,0.302,medium
-3.2,5.8,16.7,0.79,0.256,low
20.8,3.4,42.7,1.45,0.536,medium
12.7,15.2,7.5,0.98,0.428,medium
-3.7,19.8,47.3,2.41,0.778,high
21.2,15.6,25.4,1.54,0.624,medium
-4.5,5.9,46.3,1.68,0.501,medium
30.4,4.9,16.8,0.75,0.389,medium
8.8,4.4,35.8,1.29,0.443,medium
-3.2,2.7,24.1,0.86,0.26,low
21.5,11.0,31.3,1.49,0.588,medium
12.9,12.1,25.2,1.36,0.519,medium
38.8,14.1,48.4,2.23,0.873,high
19.5,13.6,34.6,1.72,0.656,medium
7.4,5.8,12.6,0.67,0.269,low
26.9,6.6,45.5,1.7,0.648,medium
7.2,13.6,14.7,1.12,0.434,medium
35.7,7.0,18.6,0.92,0.469,medium
11.9,4.3,5.1,0.37,0.198,low
19.7,7.5,45.0,1.72,0.628,medium
-2.7,5.4,14.3,0.7,0.231,low
14.2,1.8,12.9,0.48,0.226,low
32.5,16.6,46.0,2.21,0.867,high
31.3,17.1,40.3,2.06,0.823,high
5.1,4.4,7.1,0.43,0.186,low
5.2,1.3,38.5,1.22,0.391,medium
31.8,14.8,45.7,2.11,0.827,high
36.9,4.2,3.9,0.36,0.299,low
-0.7,7.9,41.3,1.63,0.514,medium
15.3,1.3,27.4,0.89,0.343,medium
10.2,4.5,33.5,1.23,0.432,medium
34.2,15.9,24.6,1.53,0.681,medium
-1.2,16.1,34.9,1.85,0.614,medium
4.5,4.1,1.7,0.26,0.132,low
28.9,6.7,38.1,1.48,0.596,medium
-2.7,2.7,1.7,0.19,0.074,low
17.2,1.5,22.8,0.76,0.317,medium
14.9,19.8,7.5,1.22,0.526,medium
10.0,13.1,41.2,1.89,0.66,medium
12.8,10.8,15.7,1.01,0.414,medium
18.8,15.3,22.7,1.45,0.586,medium
2.3,16.8,21.4,1.48,0.529,medium
20.7,16.1,38.6,1.96,0.742,high
31.2,0.3,24.1,0.74,0.367,medium
29.2,3.7,39.4,1.37,0.552,medium
1.9,13.1,3.7,0.77,0.309,medium
1.7,7.5,9.6,0.66,0.25,low
7.1,19.6,27.6,1.81,0.656,medium
11.2,13.3,47.4,2.09,0.721,high
13.4,19.1,3.7,1.07,0.474,medium
25.6,4.0,2.2,0.27,0.228,low
-2.4,17.3,7.8,1.1,0.404,medium
-3.4,6.4,32.1,1.28,0.396,medium
12.6,19.8,19.9,1.59,0.62,medium
26.4,3.2,41.3,1.4,0.545,medium
3.7,10.3,3.6,0.62,0.262,low
23.9,15.9,9.8,1.09,0.511,medium
6.7,8.7,15.0,0.88,0.341,medium
34.9,9.4,31.3,1.41,0.617,medium
35.3,19.7,34.3,2.02,0.84,high
8.4,8.5,6.2,0.61,0.271,low
5.3,12.1,47.2,2.02,0.67,medium
13.5,1.1,17.1,0.57,0.245,low
5.8,16.8,35.7,1.91,0.665,medium
25.3,13.0,26.2,1.44,0.6,medium
32.2,8.1,11.1,0.74,0.41,medium
25.3,0.3,42.3,1.28,0.493,medium
32.1,11.8,40.9,1.82,0.731,high
12.9,0.3,19.8,0.61,0.249,low
2.0,0.0,29.4,0.88,0.276,low
28.2,12.3,12.9,1.0,0.487,medium
11.2,3.8,34.5,1.22,0.432,medium
25.2,3.8,15.5,0.66,0.335,medium
7.2,13.1,42.2,1.92,0.656,medium
-1.3,1.1,10.9,0.38,0.126,low
39.7,6.3,0.7,0.43,0.329,medium
2.0,3.0,13.4,0.55,0.198,low
39.5,11.6,9.6,0.96,0.504,medium
39.0,13.2,25.4,1.5,0.664,medium
30.7,14.4,10.2,1.03,0.516,medium
24.7,5.1,38.2,1.4,0.548,medium
21.0,1.8,12.1,0.45,0.249,low
34.0,1.6,35.3,1.14,0.498,medium
8.0,8.5,28.9,1.29,0.46,medium
16.0,18.9,49.3,2.42,0.865,high
22.9,4.4,50.0,1.72,0.626,medium
13.5,5.1,43.5,1.56,0.543,medium
14.2,2.0,38.0,1.24,0.441,medium
9.9,12.1,19.3,1.18,0.456,medium
20.4,13.6,37.7,1.81,0.686,medium
33.3,12.9,47.8,2.08,0.815,high
4.1,17.2,1.2,0.9,0.376,medium
37.0,9.7,26.9,1.33,0.598,medium
26.0,2.7,10.9,0.46,0.278,low
32.0,5.8,27.9,1.13,0.507,medium
20.0,13.2,23.3,1.36,0.556,medium
30.1,12.3,28.8,1.48,0.63,medium
-4.3,10.6,27.5,1.36,0.434,medium
31.8,13.7,48.0,2.12,0.825,high
-3.2,12.7,27.6,1.46,0.479,medium
35.0,17.6,42.3,2.15,0.866,high
39.6,11.7,16.0,1.16,0.56,medium
8.2,15.6,21.9,1.44,0.537,medium
4.5,5.0,23.5,0.96,0.333,medium
29.4,13.6,13.9,1.1,0.526,medium
6.4,18.0,19.0,1.47,0.55,medium
34.0,7.7,29.9,1.28,0.569,medium
-0.4,15.6,29.0,1.65,0.559,medium
0.7,14.5,31.8,1.68,0.566,medium
39.1,1.2,17.6,0.67,0.371,medium
25.3,11.6,15.8,1.05,0.485,medium
33.1,2.6,30.6,1.05,0.474,medium
9.6,19.3,6.6,1.16,0.485,medium
25.4,16.2,12.7,1.19,0.547,medium
21.7,2.2,2.1,0.17,0.176,low
22.1,2.4,3.6,0.23,0.194,low
25.7,11.9,12.2,0.96,0.463,medium
20.9,6.9,1.0,0.38,0.253,low
14.3,0.7,12.3,0.4,0.2,low
7.4,10.8,32.7,1.52,0.533,medium
29.6,7.8,3.1,0.48,0.326,medium
5.2,2.0,21.8,0.75,0.264,low
26.2,16.0,45.7,2.17,0.825,high
5.5,18.3,39.6,2.1,0.725,high
23.1,15.1,15.3,1.21,0.538,medium
28.6,16.4,46.2,2.21,0.848,high
4.8,4.3,16.5,0.71,0.262,low
-2.3,5.3,3.6,0.37,0.14,low
0.9,4.2,49.7,1.7,0.522,medium
22.3,15.3,43.5,2.07,0.776,high
33.2,19.0,23.3,1.65,0.725,high
-3.0,14.3,33.3,1.71,0.558,medium
28.0,17.6,33.6,1.89,0.762,high
10.4,12.8,9.7,0.93,0.391,medium
16.5,7.8,10.0,0.69,0.326,medium
36.8,8.5,23.5,1.17,0.546,medium
9.9,1.5,45.6,1.44,0.476,medium
15.9,0.6,0.5,0.04,0.106,low
-4.4,13.9,39.1,1.87,0.594,medium
-1.3,8.8,2.9,0.53,0.206,low
6.6,11.0,23.9,1.27,0.46,medium
-3.7,11.2,31.9,1.52,0.485,medium
23.4,5.5,34.3,1.3,0.517,medium
14.2,9.5,2.9,0.56,0.288,low
19.7,9.4,20.9,1.1,0.462,medium
2.9,7.8,29.2,1.27,0.427,medium
8.3,16.4,3.3,0.92,0.396,medium
24.9,9.0,6.8,0.65,0.358,medium
38.4,12.1,33.2,1.67,0.705,high
-2.7,17.9,26.1,1.68,0.568,medium
35.1,17.3,8.1,1.11,0.573,medium
21.0,17.8,26.8,1.69,0.677,medium
20.4,5.4,45.6,1.64,0.597,medium
17.5,0.7,0.8,0.06,0.118,low
-1.9,5.2,32.1,1.22,0.38,medium
-1.0,5.6,3.7,0.39,0.153,low
22.0,18.2,0.3,0.92,0.466,medium
10.3,13.0,7.5,0.88,0.376,medium
36.3,1.6,21.1,0.74,0.391,medium
13.3,2.7,40.1,1.34,0.468,medium
1.4,3.1,14.1,0.58,0.204,low
27.2,12.6,31.3,1.57,0.644,medium
8.2,14.7,20.6,1.35,0.509,medium
18.6,17.2,11.7,1.21,0.528,medium
26.4,18.8,25.7,1.71,0.711,high
35.5,4.0,39.9,1.41,0.59,medium
30.6,6.2,41.6,1.56,0.624,medium
25.4,4.8,42.3,1.51,0.58,medium
25.6,7.2,16.9,0.87,0.413,medium
37.6,18.3,39.7,2.16,0.873,high
8.3,11.5,10.6,0.89,0.364,medium
-4.9,14.8,36.9,1.85,0.59,medium
7.2,9.8,47.4,1.91,0.637,medium
4.8,0.6,0.7,0.05,0.058,low
24.8,1.3,22.0,0.72,0.339,medium
23.5,10.8,32.4,1.51,0.602,medium
21.7,14.4,35.1,1.77,0.685,medium
-4.3,4.3,8.8,0.48,0.157,low
27.8,14.4,48.6,2.18,0.826,high
9.6,16.2,30.8,1.73,0.629,medium
24.9,8.2,8.2,0.66,0.356,medium
20.0,14.9,1.0,0.78,0.401,medium
10.4,8.1,39.2,1.58,0.55,medium
1.1,13.6,4.0,0.8,0.317,medium
-0.8,15.3,7.1,0.98,0.367,medium
32.4,19.8,28.7,1.85,0.782,high
36.3,6.9,30.2,1.28,0.569,medium
24.2,8.2,34.3,1.44,0.572,medium
-0.3,3.3,19.7,0.76,0.247,low
13.1,4.1,38.7,1.37,0.482,medium
27.8,13.9,48.7,2.16,0.818,high
30.1,18.3,13.6,1.32,0.616,medium
0.3,7.9,35.2,1.45,0.467,medium
-5.0,3.6,46.4,1.57,0.456,medium
27.0,5.7,34.3,1.31,0.536,medium
11.0,9.1,34.1,1.48,0.529,medium
6.5,5.8,11.2,0.63,0.254,low
-4.4,4.7,26.8,1.04,0.315,medium
19.3,14.7,28.1,1.58,0.622,medium
33.3,0.2,35.0,1.06,0.466,medium
38.1,10.8,49.8,2.1,0.819,high
20.5,15.9,1.7,0.85,0.428,medium
18.2,5.3,3.3,0.36,0.229,low
-1.2,12.1,3.9,0.72,0.277,low
19.7,13.4,37.1,1.78,0.674,medium
12.1,13.1,6.8,0.86,0.38,medium
22.3,8.9,31.1,1.38,0.55,medium
12.5,6.9,16.2,0.83,0.343,medium
5.8,16.7,22.9,1.52,0.556,medium
-0.7,15.2,10.8,1.08,0.396,medium
9.2,6.4,43.3,1.62,0.547,medium
-0.7,2.1,29.3,0.98,0.303,medium
3.0,1.4,47.2,1.49,0.457,medium
39.4,1.9,28.7,1.04,0.479,medium
15.0,11.7,6.2,0.77,0.361,medium
18.9,1.0,8.5,0.3,0.194,low
34.3,6.7,49.5,1.82,0.716,high
39.8,15.1,36.3,1.94,0.797,high
21.2,5.9,2.5,0.37,0.247,low
31.6,15.3,35.2,1.82,0.747,high
9.7,14.9,20.6,1.36,0.519,medium
8.8,4.9,15.4,0.71,0.282,low
13.1,14.6,7.7,0.96,0.42,medium
25.3,15.0,42.0,2.01,0.771,high
25.7,7.9,3.2,0.49,0.311,medium
9.2,4.2,14.5,0.64,0.262,low
1.0,10.4,15.3,0.98,0.351,medium
23.5,18.4,8.0,1.16,0.541,medium
0.8,12.8,25.4,1.4,0.48,medium
21.0,3.5,0.6,0.19,0.185,low
26.2,13.7,15.0,1.14,0.523,medium
26.5,8.5,46.7,1.83,0.692,medium
28.9,11.8,15.5,1.06,0.503,medium
34.3,14.7,18.0,1.27,0.603,medium
17.5,10.3,23.7,1.23,0.493,medium
27.9,16.3,28.1,1.66,0.69,medium
22.9,14.4,40.4,1.93,0.735,high
3.4,12.3,9.5,0.9,0.349,medium
-3.8,3.0,43.6,1.46,0.427,medium
7.8,16.7,37.9,1.97,0.691,medium
14.9,18.7,36.1,2.02,0.745,high
22.8,2.7,4.3,0.26,0.208,low
33.2,9.8,1.1,0.52,0.363,medium
3.8,5.2,29.7,1.15,0.385,medium
0.6,15.1,43.2,2.05,0.673,medium
38.4,14.4,29.2,1.66,0.715,high
-0.1,2.8,10.7,0.46,0.163,low
16.5,17.5,4.5,1.01,0.464,medium
21.4,3.6,35.0,1.23,0.478,medium
19.4,15.9,36.1,1.88,0.712,high
-1.1,9.1,8.6,0.71,0.26,low
-2.4,6.6,1.4,0.37,0.146,low
-0.3,3.2,20.4,0.77,0.251,low
21.4,3.4,29.1,1.04,0.424,medium
19.5,13.2,35.3,1.72,0.654,medium
5.5,11.0,40.5,1.76,0.594,medium
23.7,2.4,30.5,1.03,0.427,medium
31.9,2.3,5.5,0.28,0.252,low
-3.1,1.4,34.1,1.09,0.319,medium
17.4,14.9,49.2,2.22,0.794,high
26.0,14.2,45.3,2.07,0.786,high
6.4,1.2,43.6,1.37,0.438,medium
8.8,11.2,15.1,1.01,0.399,medium
22.6,1.7,37.5,1.21,0.468,medium
35.4,18.1,42.6,2.19,0.88,high
31.4,18.1,33.9,1.92,0.788,high
21.2,14.0,12.5,1.08,0.486,medium
27.9,18.5,47.7,2.36,0.897,high
11.4,16.2,22.5,1.48,0.567,medium
23.8,16.6,6.5,1.03,0.496,medium
16.0,11.4,5.5,0.74,0.354,medium
3.5,6.1,32.4,1.28,0.424,medium
26.6,4.4,21.9,0.88,0.406,medium
20.0,6.5,4.7,0.47,0.272,low
11.1,12.6,37.0,1.74,0.62,medium
36.0,3.5,40.0,1.4,0.585,medium
-4.1,5.2,36.3,1.35,0.406,medium
9.2,9.4,10.1,0.77,0.324,medium
-2.4,4.7,34.5,1.27,0.389,medium
29.5,11.8,0.5,0.61,0.38,medium
26.6,18.5,15.3,1.38,0.618,medium
9.9,15.0,19.9,1.35,0.517,medium
25.4,13.3,41.8,1.92,0.737,high
12.8,11.7,19.5,1.17,0.463,medium
29.0,9.8,0.6,0.51,0.34,medium
15.4,3.7,17.6,0.71,0.306,medium
13.6,17.9,24.9,1.64,0.63,medium
37.1,5.0,47.5,1.72,0.683,medium
6.3,1.8,47.1,1.5,0.478,medium
0.4,15.0,9.0,1.02,0.383,medium
21.3,3.5,9.3,0.45,0.259,low
38.6,7.4,8.2,0.69,0.407,medium
12.0,0.6,39.4,1.21,0.416,medium
-2.2,2.7,0.3,0.14,0.064,low
10.3,3.5,6.4,0.37,0.186,low
17.8,1.1,26.9,0.86,0.346,medium
2.3,13.1,12.4,1.03,0.384,medium
24.6,16.7,4.6,0.97,0.485,medium
39.9,7.5,18.0,1.01,0.499,medium
15.3,17.5,13.7,1.29,0.536,medium
11.0,4.3,25.6,0.98,0.366,medium
13.0,6.5,49.0,1.8,0.614,medium
0.2,3.0,6.2,0.34,0.13,low
34.7,12.4,18.6,1.18,0.566,medium
13.7,8.4,46.6,1.82,0.632,medium
12.4,12.3,43.8,1.93,0.677,medium
24.7,15.2,19.7,1.35,0.584,medium
14.9,10.9,34.9,1.59,0.587,medium
24.2,12.6,4.4,0.76,0.404,medium
-2.2,18.7,35.6,2.0,0.665,medium
31.6,6.0,48.6,1.76,0.683,medium
37.3,7.2,26.9,1.21,0.552,medium
24.2,14.4,24.9,1.47,0.611,medium
38.0,12.2,9.4,0.95,0.504,medium
1.8,3.6,31.7,1.13,0.363,medium
16.5,7.5,29.5,1.26,0.484,medium
22.1,9.4,32.6,1.45,0.571,medium
21.2,8.4,1.3,0.46,0.285,low
13.1,3.6,27.4,1.0,0.377,medium
10.2,18.5,29.7,1.82,0.667,medium
0.7,15.2,10.4,1.07,0.399,medium
12.6,9.6,10.4,0.79,0.346,medium
2.3,13.6,13.8,1.09,0.404,medium
28.0,17.9,35.6,1.96,0.784,high
4.4,2.7,30.3,1.04,0.345,medium
-2.4,5.0,42.3,1.52,0.46,medium
19.9,10.9,14.8,0.99,0.44,medium
21.8,16.0,45.6,2.17,0.805,high
34.2,0.7,37.2,1.15,0.498,medium
21.0,19.7,19.8,1.58,0.654,medium
10.5,9.1,4.8,0.6,0.28,low
31.1,7.2,12.8,0.74,0.402,medium
19.3,5.9,47.8,1.73,0.62,medium
-1.4,3.5,15.5,0.64,0.21,low
20.5,15.8,16.5,1.28,0.55,medium
35.9,19.1,9.5,1.26,0.624,medium
12.8,8.3,40.3,1.62,0.573,medium
8.3,19.0,13.8,1.36,0.534,medium
1.5,16.5,16.5,1.32,0.479,medium
1.8,9.6,20.7,1.1,0.384,medium
14.5,13.5,21.7,1.33,0.524,medium
21.8,8.7,20.6,1.05,0.455,medium
-1.4,11.2,25.2,1.32,0.439,medium
37.3,1.2,40.7,1.33,0.555,medium
29.0,13.9,41.0,1.92,0.757,high
21.4,1.1,39.9,1.25,0.471,medium
32.3,16.3,5.1,0.97,0.516,medium
-1.4,16.5,40.0,2.02,0.663,medium
16.5,4.7,6.0,0.42,0.233,low
23.4,6.5,6.2,0.51,0.299,low
32.3,9.6,47.4,1.9,0.744,high
30.3,11.9,41.0,1.83,0.726,high
7.5,5.7,27.6,1.11,0.393,medium
37.3,11.8,43.7,1.95,0.781,high
0.6,6.0,49.5,1.78,0.552,medium
34.4,1.1,30.5,0.97,0.45,medium
38.7,0.1,30.6,1.0,0.457,medium
3.0,2.0,37.7,1.23,0.388,medium
27.5,15.8,11.6,1.14,0.54,medium
-3.2,19.2,8.4,1.21,0.441,medium
13.2,8.5,38.0,1.56,0.559,medium
18.2,10.3,17.2,1.03,0.441,medium
21.1,2.9,6.8,0.35,0.226,low
37.1,11.0,15.7,1.06,0.529,medium
25.3,2.9,17.9,0.68,0.338,medium
16.7,12.2,48.3,2.06,0.732,high
31.4,18.7,34.9,1.98,0.808,high
37.8,3.9,26.5,1.05,0.49,medium
-4.0,15.3,48.4,2.22,0.7,medium
39.2,0.5,45.2,1.46,0.59,medium
-1.1,7.5,25.6,1.14,0.373,medium
31.6,2.2,45.3,1.47,0.583,medium
7.6,7.0,20.2,0.96,0.357,medium
0.9,3.5,11.5,0.52,0.187,low
14.8,7.5,11.6,0.72,0.326,medium
24.0,8.4,33.1,1.41,0.564,medium
12.1,6.0,25.1,1.05,0.399,medium
-2.5,13.1,32.9,1.64,0.534,medium
22.0,18.4,34.3,1.95,0.756,high
35.6,8.0,1.1,0.45,0.341,medium
12.2,3.8,2.7,0.27,0.169,low
4.7,5.4,26.6,1.07,0.367,medium
14.9,17.1,9.6,1.14,0.492,medium
-2.8,11.4,31.6,1.52,0.49,medium
31.9,9.1,27.6,1.28,0.567,medium
32.2,3.0,29.3,1.03,0.466,medium
21.5,9.0,15.1,0.9,0.413,medium
10.9,5.6,32.0,1.24,0.444,medium
31.0,18.9,41.5,2.19,0.866,high
20.0,17.7,49.9,2.38,0.865,high
32.2,1.7,41.9,1.34,0.547,medium
23.4,10.3,27.9,1.35,0.554,medium
30.3,4.5,9.7,0.52,0.322,medium
21.9,8.2,34.1,1.43,0.56,medium
13.6,17.5,46.9,2.28,0.807,high
38.1,10.6,10.6,0.91,0.485,medium
19.4,6.7,12.8,0.72,0.341,medium
22.2,4.2,7.5,0.44,0.262,low
4.9,16.0,36.8,1.9,0.655,medium
23.2,12.5,20.3,1.23,0.531,medium
20.7,9.4,3.1,0.56,0.316,medium
3.3,4.3,43.7,1.53,0.484,medium
-2.3,6.7,27.9,1.17,0.371,medium
22.2,19.2,16.6,1.46,0.623,medium
29.4,10.4,17.2,1.04,0.493,medium
18.6,8.0,14.5,0.84,0.377,medium
5.2,10.4,22.8,1.2,0.432,medium
25.0,15.6,16.9,1.29,0.57,medium
-1.4,6.8,27.4,1.16,0.373,medium
14.9,3.6,38.7,1.34,0.48,medium
2.4,11.7,33.7,1.6,0.537,medium
3.3,13.3,14.7,1.11,0.411,medium
4.1,14.3,26.4,1.51,0.532,medium
12.4,17.6,42.0,2.14,0.763,high
-2.7,7.4,3.4,0.47,0.177,low
12.9,1.5,3.9,0.19,0.138,low
18.0,19.2,27.8,1.79,0.698,medium
16.7,8.7,32.0,1.4,0.529,medium
12.2,12.5,10.6,0.94,0.401,medium
32.8,13.3,37.3,1.78,0.732,high
1.5,10.9,32.3,1.51,0.505,medium
17.8,4.1,46.2,1.59,0.565,medium
-2.2,15.1,8.4,1.01,0.368,medium
-1.8,16.1,37.6,1.93,0.634,medium
20.8,11.1,4.2,0.68,0.359,medium
20.5,9.8,28.3,1.34,0.535,medium
34.5,2.3,27.6,0.94,0.449,medium
20.1,1.7,19.4,0.67,0.305,medium
38.2,6.8,42.2,1.67,0.679,medium
-2.8,6.2,0.2,0.32,0.127,low
-0.6,19.1,26.0,1.74,0.599,medium
-3.0,15.7,10.9,1.11,0.397,medium
3.3,13.2,37.2,1.78,0.599,medium
19.4,10.4,2.2,0.59,0.323,medium
24.1,3.3,41.6,1.41,0.539,medium
-2.9,19.6,41.9,2.24,0.732,high
37.6,7.5,41.6,1.68,0.684,medium
32.9,2.1,7.6,0.33,0.27,low
8.3,9.9,31.5,1.44,0.51,medium
-1.5,17.5,0.7,0.9,0.352,medium
2.6,17.7,42.4,2.16,0.725,high
0.7,0.2,36.1,1.09,0.33,medium
0.5,17.7,26.6,1.68,0.582,medium
18.3,5.4,36.5,1.36,0.51,medium
6.1,0.8,4.7,0.18,0.102,low
11.1,17.0,26.4,1.64,0.614,medium
39.5,17.3,14.6,1.39,0.654,medium
25.8,11.9,48.6,2.05,0.769,high
37.7,11.5,42.9,1.92,0.771,high
1.4,16.3,36.7,1.92,0.645,medium
12.2,15.7,46.7,2.19,0.766,high
20.0,17.8,17.3,1.41,0.593,medium
-1.5,11.1,45.0,1.9,0.602,medium
-4.8,19.4,16.3,1.46,0.505,medium
25.2,19.9,36.6,2.09,0.818,high
23.9,2.3,36.8,1.22,0.479,medium
13.5,17.0,0.9,0.88,0.411,medium
17.0,10.0,18.1,1.04,0.438,medium
13.7,7.8,1.0,0.42,0.237,low
-3.9,12.3,49.9,2.11,0.656,medium
10.1,1.1,6.1,0.24,0.137,low
3.0,10.1,27.1,1.32,0.453,medium
-0.6,17.4,39.5,2.06,0.681,medium
38.1,4.3,10.1,0.58,0.361,medium
22.0,8.5,24.3,1.15,0.483,medium
27.8,18.8,30.4,1.85,0.756,high
9.2,8.6,8.0,0.67,0.292,low
12.7,7.2,38.9,1.53,0.541,medium
5.7,8.8,15.0,0.89,0.339,medium
-0.6,10.4,10.6,0.84,0.304,medium
3.1,12.6,27.9,1.47,0.508,medium
30.9,16.0,20.5,1.42,0.634,medium
25.5,9.0,46.0,1.83,0.691,medium
19.6,16.3,44.0,2.13,0.787,high
16.4,10.7,24.2,1.26,0.5,medium
36.5,6.8,18.0,0.91,0.465,medium
-1.7,13.2,16.3,1.15,0.4,medium
7.6,14.4,13.4,1.12,0.44,medium
10.7,11.2,27.2,1.38,0.509,medium
30.2,1.1,40.2,1.26,0.513,medium
39.7,3.4,15.5,0.73,0.399,medium
5.8,5.7,9.5,0.57,0.234,low
34.3,5.7,23.8,1.0,0.481,medium
32.4,13.5,3.5,0.78,0.45,medium
5.1,0.4,35.1,1.07,0.345,medium
13.0,15.1,25.9,1.53,0.582,medium
13.4,5.3,24.8,1.01,0.389,medium
39.0,6.2,15.0,0.84,0.444,medium
3.1,10.6,45.2,1.89,0.616,medium
31.0,4.3,4.5,0.35,0.277,low
10.0,17.7,43.5,2.19,0.767,high
27.9,1.7,18.8,0.65,0.334,medium
13.9,8.9,44.0,1.76,0.62,medium
21.0,17.0,36.4,1.94,0.742,high
32.5,12.3,5.2,0.77,0.442,medium
31.2,5.8,41.6,1.54,0.619,medium
34.0,8.4,34.1,1.44,0.617,medium
-2.3,14.1,1.6,0.75,0.291,low
26.1,19.5,6.7,1.18,0.563,medium
1.3,17.9,31.8,1.85,0.633,medium
13.7,6.8,33.1,1.33,0.488,medium
19.7,20.0,37.3,2.12,0.801,high
13.1,0.1,36.0,1.08,0.382,medium
18.4,0.6,33.0,1.02,0.391,medium
39.8,16.5,38.3,2.07,0.84,high
1.1,4.0,28.8,1.06,0.343,medium
25.4,1.2,13.0,0.45,0.265,low
12.8,4.7,45.6,1.6,0.549,medium
1.0,8.5,0.9,0.45,0.193,low
2.1,14.6,18.3,1.28,0.461,medium
37.7,12.5,36.4,1.77,0.735,high
34.6,4.8,21.4,0.88,0.445,medium
35.8,10.1,1.2,0.56,0.383,medium
39.6,18.5,3.3,1.12,0.583,medium
4.4,16.3,32.4,1.79,0.622,medium
11.0,6.5,48.2,1.77,0.598,medium
25.1,19.6,27.6,1.81,0.736,high
16.8,14.2,25.3,1.47,0.577,medium
13.8,1.2,15.9,0.54,0.238,low
11.1,0.7,12.8,0.42,0.19,low
21.7,3.4,1.0,0.2,0.189,low
20.9,14.6,13.6,1.14,0.505,medium
2.3,3.7,22.5,0.86,0.29,low
16.2,10.2,9.9,0.81,0.369,medium
19.9,1.9,4.4,0.23,0.182,low
20.7,18.4,35.9,2.0,0.764,high
4.5,6.9,44.7,1.69,0.547,medium
28.4,18.2,46.8,2.31,0.885,high
-3.9,18.9,30.9,1.87,0.622,medium
11.0,0.1,2.6,0.08,0.092,low
30.1,9.3,37.0,1.58,0.642,medium
20.4,0.5,5.5,0.19,0.166,low
6.8,18.2,33.5,1.92,0.678,medium
26.3,10.4,39.0,1.69,0.662,medium
20.5,1.5,36.3,1.16,0.444,medium
30.8,2.2,47.6,1.54,0.599,medium
28.1,7.7,36.9,1.49,0.601,medium
22.5,18.8,34.7,1.98,0.769,high
17.0,13.9,13.1,1.09,0.47,medium
1.0,17.4,46.2,2.26,0.744,high
6.8,7.3,9.0,0.64,0.265,low
13.9,0.9,45.2,1.4,0.479,medium
22.0,19.5,15.6,1.44,0.619,medium
18.1,0.3,6.5,0.21,0.161,low
8.0,19.0,41.3,2.19,0.764,high
-4.7,7.4,0.1,0.37,0.14,low
17.3,0.2,41.6,1.26,0.451,medium
7.9,13.8,13.1,1.08,0.427,medium
28.1,19.6,44.2,2.31,0.889,high
-3.9,19.3,34.6,2.0,0.66,medium
